"date","tm_home","tm_away","pts_away","pts_home","season"
2016-10-25,"Cleveland Cavaliers","New York Knicks",88,117,2017
2016-10-25,"Golden State Warriors","San Antonio Spurs",129,100,2017
2016-10-25,"Portland Trail Blazers","Utah Jazz",104,113,2017
2016-10-26,"Boston Celtics","Brooklyn Nets",117,122,2017
2016-10-26,"Indiana Pacers","Dallas Mavericks",121,130,2017
2016-10-26,"Los Angeles Lakers","Houston Rockets",114,120,2017
2016-10-26,"Memphis Grizzlies","Minnesota Timberwolves",98,102,2017
2016-10-26,"Milwaukee Bucks","Charlotte Hornets",107,96,2017
2016-10-26,"New Orleans Pelicans","Denver Nuggets",107,102,2017
2016-10-26,"Orlando Magic","Miami Heat",108,96,2017
2016-10-26,"Philadelphia 76ers","Oklahoma City Thunder",103,97,2017
2016-10-26,"Phoenix Suns","Sacramento Kings",113,94,2017
2016-10-26,"Toronto Raptors","Detroit Pistons",91,109,2017
2016-10-27,"Atlanta Hawks","Washington Wizards",99,114,2017
2016-10-27,"Chicago Bulls","Boston Celtics",99,105,2017
2016-10-27,"Portland Trail Blazers","Los Angeles Clippers",114,106,2017
2016-10-27,"Sacramento Kings","San Antonio Spurs",102,94,2017
2016-10-28,"Brooklyn Nets","Indiana Pacers",94,103,2017
2016-10-28,"Dallas Mavericks","Houston Rockets",106,98,2017
2016-10-28,"Detroit Pistons","Orlando Magic",82,108,2017
2016-10-28,"Miami Heat","Charlotte Hornets",97,91,2017
2016-10-28,"New Orleans Pelicans","Golden State Warriors",122,114,2017
2016-10-28,"Oklahoma City Thunder","Phoenix Suns",110,113,2017
2016-10-28,"Toronto Raptors","Cleveland Cavaliers",94,91,2017
2016-10-28,"Utah Jazz","Los Angeles Lakers",89,96,2017
2016-10-29,"Chicago Bulls","Indiana Pacers",101,118,2017
2016-10-29,"Charlotte Hornets","Boston Celtics",104,98,2017
2016-10-29,"Cleveland Cavaliers","Orlando Magic",99,105,2017
2016-10-29,"Denver Nuggets","Portland Trail Blazers",115,113,2017
2016-10-29,"Milwaukee Bucks","Brooklyn Nets",108,110,2017
2016-10-29,"New York Knicks","Memphis Grizzlies",104,111,2017
2016-10-29,"Philadelphia 76ers","Atlanta Hawks",104,72,2017
2016-10-29,"Sacramento Kings","Minnesota Timberwolves",103,106,2017
2016-10-29,"San Antonio Spurs","New Orleans Pelicans",79,98,2017
2016-10-30,"Detroit Pistons","Milwaukee Bucks",83,98,2017
2016-10-30,"Houston Rockets","Dallas Mavericks",92,93,2017
2016-10-30,"Los Angeles Clippers","Utah Jazz",75,88,2017
2016-10-30,"Memphis Grizzlies","Washington Wizards",103,112,2017
2016-10-30,"Miami Heat","San Antonio Spurs",106,99,2017
2016-10-30,"Oklahoma City Thunder","Los Angeles Lakers",96,113,2017
2016-10-30,"Phoenix Suns","Golden State Warriors",106,100,2017
2016-10-31,"Atlanta Hawks","Sacramento Kings",95,106,2017
2016-10-31,"Brooklyn Nets","Chicago Bulls",118,88,2017
2016-10-31,"Los Angeles Clippers","Phoenix Suns",98,116,2017
2016-10-31,"Toronto Raptors","Denver Nuggets",102,105,2017
2016-11-01,"Cleveland Cavaliers","Houston Rockets",120,128,2017
2016-11-01,"Detroit Pistons","New York Knicks",89,102,2017
2016-11-01,"Indiana Pacers","Los Angeles Lakers",108,115,2017
2016-11-01,"Miami Heat","Sacramento Kings",96,108,2017
2016-11-01,"Minnesota Timberwolves","Memphis Grizzlies",80,116,2017
2016-11-01,"New Orleans Pelicans","Milwaukee Bucks",117,113,2017
2016-11-01,"Philadelphia 76ers","Orlando Magic",103,101,2017
2016-11-01,"Portland Trail Blazers","Golden State Warriors",127,104,2017
2016-11-01,"San Antonio Spurs","Utah Jazz",106,91,2017
2016-11-02,"Atlanta Hawks","Los Angeles Lakers",123,116,2017
2016-11-02,"Boston Celtics","Chicago Bulls",100,107,2017
2016-11-02,"Brooklyn Nets","Detroit Pistons",101,109,2017
2016-11-02,"Charlotte Hornets","Philadelphia 76ers",93,109,2017
2016-11-02,"Los Angeles Clippers","Oklahoma City Thunder",85,83,2017
2016-11-02,"Memphis Grizzlies","New Orleans Pelicans",83,89,2017
2016-11-02,"New York Knicks","Houston Rockets",118,99,2017
2016-11-02,"Phoenix Suns","Portland Trail Blazers",115,118,2017
2016-11-02,"Utah Jazz","Dallas Mavericks",81,97,2017
2016-11-02,"Washington Wizards","Toronto Raptors",113,103,2017
2016-11-03,"Cleveland Cavaliers","Boston Celtics",122,128,2017
2016-11-03,"Golden State Warriors","Oklahoma City Thunder",96,122,2017
2016-11-03,"Milwaukee Bucks","Indiana Pacers",107,125,2017
2016-11-03,"Minnesota Timberwolves","Denver Nuggets",102,99,2017
2016-11-03,"Orlando Magic","Sacramento Kings",94,102,2017
2016-11-04,"Brooklyn Nets","Charlotte Hornets",99,95,2017
2016-11-04,"Chicago Bulls","New York Knicks",117,104,2017
2016-11-04,"Dallas Mavericks","Portland Trail Blazers",105,95,2017
2016-11-04,"Los Angeles Lakers","Golden State Warriors",97,117,2017
2016-11-04,"Memphis Grizzlies","Los Angeles Clippers",99,88,2017
2016-11-04,"New Orleans Pelicans","Phoenix Suns",112,111,2017
2016-11-04,"Toronto Raptors","Miami Heat",87,96,2017
2016-11-04,"Utah Jazz","San Antonio Spurs",100,86,2017
2016-11-04,"Washington Wizards","Atlanta Hawks",92,95,2017
2016-11-05,"Atlanta Hawks","Houston Rockets",97,112,2017
2016-11-05,"Detroit Pistons","Denver Nuggets",86,103,2017
2016-11-05,"Indiana Pacers","Chicago Bulls",94,111,2017
2016-11-05,"Milwaukee Bucks","Sacramento Kings",91,117,2017
2016-11-05,"Oklahoma City Thunder","Minnesota Timberwolves",92,112,2017
2016-11-05,"Orlando Magic","Washington Wizards",86,88,2017
2016-11-05,"Philadelphia 76ers","Cleveland Cavaliers",102,101,2017
2016-11-05,"San Antonio Spurs","Los Angeles Clippers",116,92,2017
2016-11-06,"Boston Celtics","Denver Nuggets",123,107,2017
2016-11-06,"Dallas Mavericks","Milwaukee Bucks",75,86,2017
2016-11-06,"Los Angeles Lakers","Phoenix Suns",108,119,2017
2016-11-06,"Memphis Grizzlies","Portland Trail Blazers",100,94,2017
2016-11-06,"New York Knicks","Utah Jazz",114,109,2017
2016-11-06,"Toronto Raptors","Sacramento Kings",96,91,2017
2016-11-07,"Chicago Bulls","Orlando Magic",80,112,2017
2016-11-07,"Charlotte Hornets","Indiana Pacers",100,122,2017
2016-11-07,"Golden State Warriors","New Orleans Pelicans",106,116,2017
2016-11-07,"Los Angeles Clippers","Detroit Pistons",82,114,2017
2016-11-07,"Oklahoma City Thunder","Miami Heat",85,97,2017
2016-11-07,"Philadelphia 76ers","Utah Jazz",109,84,2017
2016-11-07,"Washington Wizards","Houston Rockets",114,106,2017
2016-11-08,"Brooklyn Nets","Minnesota Timberwolves",110,119,2017
2016-11-08,"Cleveland Cavaliers","Atlanta Hawks",110,106,2017
2016-11-08,"Los Angeles Lakers","Dallas Mavericks",109,97,2017
2016-11-08,"Memphis Grizzlies","Denver Nuggets",107,108,2017
2016-11-08,"Portland Trail Blazers","Phoenix Suns",121,124,2017
2016-11-08,"Sacramento Kings","New Orleans Pelicans",94,102,2017
2016-11-09,"Atlanta Hawks","Chicago Bulls",107,115,2017
2016-11-09,"Charlotte Hornets","Utah Jazz",98,104,2017
2016-11-09,"Golden State Warriors","Dallas Mavericks",95,116,2017
2016-11-09,"Indiana Pacers","Philadelphia 76ers",115,122,2017
2016-11-09,"Los Angeles Clippers","Portland Trail Blazers",80,111,2017
2016-11-09,"New York Knicks","Brooklyn Nets",96,110,2017
2016-11-09,"Oklahoma City Thunder","Toronto Raptors",112,102,2017
2016-11-09,"Orlando Magic","Minnesota Timberwolves",123,107,2017
2016-11-09,"Phoenix Suns","Detroit Pistons",100,107,2017
2016-11-09,"San Antonio Spurs","Houston Rockets",101,99,2017
2016-11-09,"Washington Wizards","Boston Celtics",93,118,2017
2016-11-10,"Denver Nuggets","Golden State Warriors",125,101,2017
2016-11-10,"Miami Heat","Chicago Bulls",98,95,2017
2016-11-10,"Milwaukee Bucks","New Orleans Pelicans",112,106,2017
2016-11-10,"Sacramento Kings","Los Angeles Lakers",101,91,2017
2016-11-11,"Boston Celtics","New York Knicks",87,115,2017
2016-11-11,"Charlotte Hornets","Toronto Raptors",113,111,2017
2016-11-11,"Oklahoma City Thunder","Los Angeles Clippers",110,108,2017
2016-11-11,"Orlando Magic","Utah Jazz",87,74,2017
2016-11-11,"Philadelphia 76ers","Indiana Pacers",105,109,2017
2016-11-11,"Portland Trail Blazers","Sacramento Kings",120,122,2017
2016-11-11,"San Antonio Spurs","Detroit Pistons",86,96,2017
2016-11-11,"Washington Wizards","Cleveland Cavaliers",105,94,2017
2016-11-12,"Atlanta Hawks","Philadelphia 76ers",96,117,2017
2016-11-12,"Chicago Bulls","Washington Wizards",95,106,2017
2016-11-12,"Denver Nuggets","Detroit Pistons",106,95,2017
2016-11-12,"Houston Rockets","San Antonio Spurs",106,100,2017
2016-11-12,"Indiana Pacers","Boston Celtics",105,99,2017
2016-11-12,"Miami Heat","Utah Jazz",102,91,2017
2016-11-12,"Milwaukee Bucks","Memphis Grizzlies",96,106,2017
2016-11-12,"Minnesota Timberwolves","Los Angeles Clippers",119,105,2017
2016-11-12,"New Orleans Pelicans","Los Angeles Lakers",126,99,2017
2016-11-12,"Phoenix Suns","Brooklyn Nets",122,104,2017
2016-11-12,"Toronto Raptors","New York Knicks",107,118,2017
2016-11-13,"Cleveland Cavaliers","Charlotte Hornets",93,100,2017
2016-11-13,"Golden State Warriors","Phoenix Suns",120,133,2017
2016-11-13,"Minnesota Timberwolves","Los Angeles Lakers",99,125,2017
2016-11-13,"Oklahoma City Thunder","Orlando Magic",119,117,2017
2016-11-13,"Portland Trail Blazers","Denver Nuggets",105,112,2017
2016-11-14,"Detroit Pistons","Oklahoma City Thunder",88,104,2017
2016-11-14,"Houston Rockets","Philadelphia 76ers",88,115,2017
2016-11-14,"Indiana Pacers","Orlando Magic",69,88,2017
2016-11-14,"Los Angeles Clippers","Brooklyn Nets",95,127,2017
2016-11-14,"New Orleans Pelicans","Boston Celtics",105,106,2017
2016-11-14,"New York Knicks","Dallas Mavericks",77,93,2017
2016-11-14,"San Antonio Spurs","Miami Heat",90,94,2017
2016-11-14,"Utah Jazz","Memphis Grizzlies",102,96,2017
2016-11-15,"Cleveland Cavaliers","Toronto Raptors",117,121,2017
2016-11-15,"Los Angeles Lakers","Brooklyn Nets",118,125,2017
2016-11-15,"Miami Heat","Atlanta Hawks",93,90,2017
2016-11-15,"Minnesota Timberwolves","Charlotte Hornets",115,108,2017
2016-11-15,"Portland Trail Blazers","Chicago Bulls",113,88,2017
2016-11-16,"Atlanta Hawks","Milwaukee Bucks",100,107,2017
2016-11-16,"Boston Celtics","Dallas Mavericks",83,90,2017
2016-11-16,"Denver Nuggets","Phoenix Suns",104,120,2017
2016-11-16,"Indiana Pacers","Cleveland Cavaliers",93,103,2017
2016-11-16,"Los Angeles Clippers","Memphis Grizzlies",111,107,2017
2016-11-16,"New York Knicks","Detroit Pistons",102,105,2017
2016-11-16,"Oklahoma City Thunder","Houston Rockets",103,105,2017
2016-11-16,"Orlando Magic","New Orleans Pelicans",82,89,2017
2016-11-16,"Philadelphia 76ers","Washington Wizards",102,109,2017
2016-11-16,"Sacramento Kings","San Antonio Spurs",110,105,2017
2016-11-16,"Toronto Raptors","Golden State Warriors",127,121,2017
2016-11-17,"Houston Rockets","Portland Trail Blazers",109,126,2017
2016-11-17,"Miami Heat","Milwaukee Bucks",73,96,2017
2016-11-17,"Minnesota Timberwolves","Philadelphia 76ers",86,110,2017
2016-11-17,"Utah Jazz","Chicago Bulls",85,77,2017
2016-11-17,"Washington Wizards","New York Knicks",112,119,2017
2016-11-18,"Boston Celtics","Golden State Warriors",104,88,2017
2016-11-18,"Charlotte Hornets","Atlanta Hawks",96,100,2017
2016-11-18,"Cleveland Cavaliers","Detroit Pistons",81,104,2017
2016-11-18,"Dallas Mavericks","Memphis Grizzlies",80,64,2017
2016-11-18,"Denver Nuggets","Toronto Raptors",113,111,2017
2016-11-18,"Indiana Pacers","Phoenix Suns",116,96,2017
2016-11-18,"Los Angeles Lakers","San Antonio Spurs",116,107,2017
2016-11-18,"New Orleans Pelicans","Portland Trail Blazers",101,113,2017
2016-11-18,"Oklahoma City Thunder","Brooklyn Nets",105,124,2017
2016-11-18,"Sacramento Kings","Los Angeles Clippers",121,115,2017
2016-11-19,"Detroit Pistons","Boston Celtics",94,92,2017
2016-11-19,"Houston Rockets","Utah Jazz",102,111,2017
2016-11-19,"Los Angeles Clippers","Chicago Bulls",95,102,2017
2016-11-19,"Memphis Grizzlies","Minnesota Timberwolves",71,93,2017
2016-11-19,"Milwaukee Bucks","Golden State Warriors",124,121,2017
2016-11-19,"New Orleans Pelicans","Charlotte Hornets",116,121,2017
2016-11-19,"Orlando Magic","Dallas Mavericks",87,95,2017
2016-11-19,"Philadelphia 76ers","Phoenix Suns",105,120,2017
2016-11-19,"Washington Wizards","Miami Heat",114,111,2017
2016-11-20,"Brooklyn Nets","Portland Trail Blazers",129,109,2017
2016-11-20,"Denver Nuggets","Utah Jazz",91,105,2017
2016-11-20,"Los Angeles Lakers","Chicago Bulls",118,110,2017
2016-11-20,"New York Knicks","Atlanta Hawks",94,104,2017
2016-11-20,"Oklahoma City Thunder","Indiana Pacers",115,111,2017
2016-11-20,"Sacramento Kings","Toronto Raptors",99,102,2017
2016-11-21,"Charlotte Hornets","Memphis Grizzlies",105,90,2017
2016-11-21,"Detroit Pistons","Houston Rockets",99,96,2017
2016-11-21,"Indiana Pacers","Golden State Warriors",120,83,2017
2016-11-21,"Los Angeles Clippers","Toronto Raptors",115,123,2017
2016-11-21,"Milwaukee Bucks","Orlando Magic",89,93,2017
2016-11-21,"Minnesota Timberwolves","Boston Celtics",99,93,2017
2016-11-21,"Philadelphia 76ers","Miami Heat",94,101,2017
2016-11-21,"San Antonio Spurs","Dallas Mavericks",91,96,2017
2016-11-21,"Washington Wizards","Phoenix Suns",101,106,2017
2016-11-22,"Atlanta Hawks","New Orleans Pelicans",112,94,2017
2016-11-22,"Denver Nuggets","Chicago Bulls",107,110,2017
2016-11-22,"Los Angeles Lakers","Oklahoma City Thunder",109,111,2017
2016-11-22,"New York Knicks","Portland Trail Blazers",103,107,2017
2016-11-23,"Brooklyn Nets","Boston Celtics",111,92,2017
2016-11-23,"Charlotte Hornets","San Antonio Spurs",119,114,2017
2016-11-23,"Cleveland Cavaliers","Portland Trail Blazers",125,137,2017
2016-11-23,"Dallas Mavericks","Los Angeles Clippers",124,104,2017
2016-11-23,"Detroit Pistons","Miami Heat",84,107,2017
2016-11-23,"Golden State Warriors","Los Angeles Lakers",106,149,2017
2016-11-23,"Houston Rockets","Toronto Raptors",115,102,2017
2016-11-23,"Indiana Pacers","Atlanta Hawks",96,85,2017
2016-11-23,"New Orleans Pelicans","Minnesota Timberwolves",96,117,2017
2016-11-23,"Orlando Magic","Phoenix Suns",92,87,2017
2016-11-23,"Philadelphia 76ers","Memphis Grizzlies",104,99,2017
2016-11-23,"Sacramento Kings","Oklahoma City Thunder",101,116,2017
2016-11-23,"Utah Jazz","Denver Nuggets",83,108,2017
2016-11-25,"Boston Celtics","San Antonio Spurs",109,103,2017
2016-11-25,"Cleveland Cavaliers","Dallas Mavericks",90,128,2017
2016-11-25,"Denver Nuggets","Oklahoma City Thunder",132,129,2017
2016-11-25,"Detroit Pistons","Los Angeles Clippers",97,108,2017
2016-11-25,"Indiana Pacers","Brooklyn Nets",97,118,2017
2016-11-25,"Los Angeles Lakers","Golden State Warriors",109,85,2017
2016-11-25,"Memphis Grizzlies","Miami Heat",90,81,2017
2016-11-25,"Milwaukee Bucks","Toronto Raptors",105,99,2017
2016-11-25,"New York Knicks","Charlotte Hornets",111,113,2017
2016-11-25,"Orlando Magic","Washington Wizards",94,91,2017
2016-11-25,"Philadelphia 76ers","Chicago Bulls",105,89,2017
2016-11-25,"Phoenix Suns","Minnesota Timberwolves",98,85,2017
2016-11-25,"Portland Trail Blazers","New Orleans Pelicans",104,119,2017
2016-11-25,"Sacramento Kings","Houston Rockets",117,104,2017
2016-11-25,"Utah Jazz","Atlanta Hawks",68,95,2017
2016-11-26,"Charlotte Hornets","New York Knicks",102,107,2017
2016-11-26,"Golden State Warriors","Minnesota Timberwolves",102,115,2017
2016-11-26,"Miami Heat","Memphis Grizzlies",110,107,2017
2016-11-26,"Oklahoma City Thunder","Detroit Pistons",88,106,2017
2016-11-26,"Washington Wizards","San Antonio Spurs",112,100,2017
2016-11-27,"Brooklyn Nets","Sacramento Kings",122,105,2017
2016-11-27,"Dallas Mavericks","New Orleans Pelicans",81,91,2017
2016-11-27,"Indiana Pacers","Los Angeles Clippers",70,91,2017
2016-11-27,"Los Angeles Lakers","Atlanta Hawks",94,109,2017
2016-11-27,"Orlando Magic","Milwaukee Bucks",104,96,2017
2016-11-27,"Philadelphia 76ers","Cleveland Cavaliers",112,108,2017
2016-11-27,"Phoenix Suns","Denver Nuggets",120,114,2017
2016-11-27,"Portland Trail Blazers","Houston Rockets",130,114,2017
2016-11-28,"Golden State Warriors","Atlanta Hawks",100,105,2017
2016-11-28,"Memphis Grizzlies","Charlotte Hornets",104,85,2017
2016-11-28,"Miami Heat","Boston Celtics",112,104,2017
2016-11-28,"Minnesota Timberwolves","Utah Jazz",112,103,2017
2016-11-28,"New York Knicks","Oklahoma City Thunder",112,103,2017
2016-11-28,"Toronto Raptors","Philadelphia 76ers",95,122,2017
2016-11-28,"Washington Wizards","Sacramento Kings",95,101,2017
2016-11-29,"Brooklyn Nets","Los Angeles Clippers",122,127,2017
2016-11-29,"Charlotte Hornets","Detroit Pistons",112,89,2017
2016-11-29,"Milwaukee Bucks","Cleveland Cavaliers",101,118,2017
2016-11-29,"New Orleans Pelicans","Los Angeles Lakers",88,105,2017
2016-11-29,"San Antonio Spurs","Orlando Magic",95,83,2017
2016-11-29,"Utah Jazz","Houston Rockets",101,120,2017
2016-11-30,"Boston Celtics","Detroit Pistons",121,114,2017
2016-11-30,"Chicago Bulls","Los Angeles Lakers",96,90,2017
2016-11-30,"Dallas Mavericks","San Antonio Spurs",94,87,2017
2016-11-30,"Denver Nuggets","Miami Heat",106,98,2017
2016-11-30,"Minnesota Timberwolves","New York Knicks",106,104,2017
2016-11-30,"Oklahoma City Thunder","Washington Wizards",115,126,2017
2016-11-30,"Phoenix Suns","Atlanta Hawks",107,109,2017
2016-11-30,"Portland Trail Blazers","Indiana Pacers",109,131,2017
2016-11-30,"Toronto Raptors","Memphis Grizzlies",105,120,2017
2016-12-01,"Brooklyn Nets","Milwaukee Bucks",111,93,2017
2016-12-01,"Charlotte Hornets","Dallas Mavericks",87,97,2017
2016-12-01,"Cleveland Cavaliers","Los Angeles Clippers",113,94,2017
2016-12-01,"Golden State Warriors","Houston Rockets",132,127,2017
2016-12-01,"Memphis Grizzlies","Orlando Magic",94,95,2017
2016-12-01,"Utah Jazz","Miami Heat",111,110,2017
2016-12-02,"Atlanta Hawks","Detroit Pistons",121,85,2017
2016-12-02,"Boston Celtics","Sacramento Kings",92,97,2017
2016-12-02,"Chicago Bulls","Cleveland Cavaliers",105,111,2017
2016-12-02,"Denver Nuggets","Houston Rockets",128,110,2017
2016-12-02,"New Orleans Pelicans","Los Angeles Clippers",114,96,2017
2016-12-02,"New York Knicks","Minnesota Timberwolves",114,118,2017
2016-12-02,"Philadelphia 76ers","Orlando Magic",105,88,2017
2016-12-02,"San Antonio Spurs","Washington Wizards",105,107,2017
2016-12-02,"Toronto Raptors","Los Angeles Lakers",80,113,2017
2016-12-03,"Charlotte Hornets","Minnesota Timberwolves",125,120,2017
2016-12-03,"Dallas Mavericks","Chicago Bulls",82,107,2017
2016-12-03,"Golden State Warriors","Phoenix Suns",109,138,2017
2016-12-03,"Memphis Grizzlies","Los Angeles Lakers",100,103,2017
2016-12-03,"Milwaukee Bucks","Brooklyn Nets",103,112,2017
2016-12-03,"Philadelphia 76ers","Boston Celtics",107,106,2017
2016-12-03,"Portland Trail Blazers","Miami Heat",92,99,2017
2016-12-03,"Toronto Raptors","Atlanta Hawks",84,128,2017
2016-12-03,"Utah Jazz","Denver Nuggets",98,105,2017
2016-12-04,"Detroit Pistons","Orlando Magic",98,92,2017
2016-12-04,"Los Angeles Clippers","Indiana Pacers",111,102,2017
2016-12-04,"New York Knicks","Sacramento Kings",98,106,2017
2016-12-04,"Oklahoma City Thunder","New Orleans Pelicans",92,101,2017
2016-12-05,"Atlanta Hawks","Oklahoma City Thunder",102,99,2017
2016-12-05,"Brooklyn Nets","Washington Wizards",118,113,2017
2016-12-05,"Chicago Bulls","Portland Trail Blazers",112,110,2017
2016-12-05,"Dallas Mavericks","Charlotte Hornets",109,101,2017
